full_text,stemming,label_num,pseudo_label
Sbg yg udh nyemplung jd pegawai pemerintah sih kalau ada kesempatan gas #KaburAjaDulu udah paling bener Kl liat dalem2nya pemerintahan emang beneran suram yorobun kamipun yg kerja di dalemnya muakkkkk,nyemplung pegawai perintah sih sempat gas kaburajadulu lihat dalem perintah benar suram yorobun kami kerja dalem muak,2,negative
Lulusan pendidikan mau #KaburAjaDulu lewat mana ya kakak-kakak tolong insight nya pendidikan Bahasa asing sih sebenarnya.,lulus didik kaburajadulu ya kakakkakak tolong insight ya didik bahasa asing sih,2,negative
@praditdita aku kaak.. #KaburAjaDulu walau banyak yg menyayangkan karena aku lulusan Desain S1 malah milih kabur lewat jalur Kasar (Kerja Pabrik Tokutei Ginou) sebenenrya mau coba Lgsg engeneer tp aku less information sama skill bahasa amsih kureng juga :(,kak kaburajadulu sayang lulus desain si pilih kabur jalur kasar kerja pabrik tokutei ginou sebenenrya coba langsung engeneer less information skill bahasa amsih reng,2,negative
@hrdbacot Ya allah semoga saya juga bisa #KaburAjaDulu,ya allah moga kaburajadulu,2,negative
Role model #KaburAjaDulu Habis kabur: Produktip Tambah Hardcore Cendol di Github makin stonks ,role model kaburajadulu habis kabur produktip hardcore cendol github stonks,2,negative
@irvifa Umur ngaruh gk ya? pengen #KaburAjaDulu tapi udah late 20s dan sangat minim pengalaman + switch career‍️,umur ngaruh ya pengin kaburajadulu late si minim alam switch career,2,negative
#KaburAjaDulu adalah sebuah harapan dan motivasi diri ini,kaburajadulu harap motivasi,0,positive
Melihat banyaknya cerita #KaburAjaDulu Ayo temen2 kalian harus kabur segera! Inget wapres kamu fufufafa,banyak cerita kaburajadulu ayo teman kabur wapres fufufafa,2,negative
@hrdbacot Semoga tahun depan beneran bisa #KaburAjaDulu ke luar negeri ,moga benar kaburajadulu negeri,2,negative
@hrdbacot Saking pgn nya #KaburAjaDulu gw switch career ke pekerjaan blue collar sebagai Halal Slaughter supaya bisa ke Nz/Oz/Uk. Bikin working video nyembelih berdarah pdhl lumayan g tega pas nyembelih hewan trus ambil sertif Halal online di Nz dgn hrga yg lumayan mahal. Semoga terkabul,saking pengin ya kaburajadulu gue switch career kerja blue collar halal slaughter nzozuk bikin working video nyembelih darah lumayan tega pas nyembelih hewan ambil sertif halal online nz hrga lumayan mahal moga kabul,0,positive
@hrdbacot Alhamdulillah udh ada yg respon dari Uk dan Oz semoga segera #KaburAjaDulu,alhamdulillah respon uk oz moga kaburajadulu,0,positive
Bismillah semoga ada jalan untuk #KaburAjaDulu,bismillah moga jalan kaburajadulu,1,neutral
@hrdbacot #KaburAjaDulu 2023 pake visa seasonal ke Finland ikut les bahasa ikut komunitas lingkungan terus ketemu jodoh disini,kaburajadulu pakai visa seasonal finland les bahasa komunitas lingkung ketemu jodoh,1,neutral
NT NT maaf blm bisa lolos dan join #KaburAjaDulu :') https://t.co/9Mnni7188v,maaf lolos join kaburajadulu,1,neutral
bismillah tahun depan bisa ikutan #KaburAjaDulu,bismillah ikut kaburajadulu,2,negative
Success rate saya membantu orang #KaburAjaDulu meningkat dari 82% ️ 86% lalu turun ️ 84% pada tahun 2024. Selama itu saya menyimpulkan bahwa tech winter unfortunately masih going strong Namun saya menyadari bahwa selain membantu orang2 #KaburAjaDulu saya juga bisa https://t.co/q4AFXdw5c6,success rate bantu orang kaburajadulu tingkat turun simpul tech winter unfortunately going strong sadar bantu orang kaburajadulu,1,neutral
#DariDM #KaburAjaDulu ini bisa ga sih buat hukum kyk mincot yg udh experience di HR atau jurusan lain apakah bisa? https://t.co/v3bdkkmoRg,daridm kaburajadulu sih hukum kayak mincot eerience jurus,2,negative
Kapan nih dibikin penyeimbang nya #KaburAjaDulu? AyoKitaPulang atau apa kek gitu? Biar gak brain drain terus ,nih bikin imbang ya kaburajadulu ayokitapulang kayak biar brain drain,2,negative
manifesting bisa ikut hastagh #KaburAjaDulu kita usahakan.,manifesting hastagh kaburajadulu usaha,1,neutral
Ini benar sekali. Meski unpopular opinion bagi zeitgeist #KaburAjaDulu wajib dibaca agar grounded in reality. The reality is ngga semua pindah ke luar otomatis lebih enak/kaya. Kalau pengalaman/degree minim susah dapat visa/sponsor. As benchmark kalau gaji sekarang di atas,unpopular opinion zeitgeist kaburajadulu wajib baca grounded reality the reality is pindah otomatis enakkaya pengalamandegree minim susah visasponsor as benchmark gaji,0,positive
as an addition for you #KaburAjaDulu folks IT tech market in HK is downbad only those IOI winners 4.0 GPA folks or scholarships awardees are able to secure a proper above average salary. other than that you'll be an average with 70-80% of your salary goes to rent.,as an addition for you kaburajadulu folks tech market hk is downbad only those ioi winners gpa folks orang scholarships awardees are able secure a proper above average salary other tahan that youll be an average with of your salary goes rent,1,neutral
POV lain dari #kaburajadulu yg kuliah di LN tp memilih untuk pulang: 1. Nyari kerja sesuai jurusan susah. Sbg orang asing pasti dikalahin sama orang lokal. 4x lbh susah buat non engineering/tech. Opsi plg realistis kerja kasar. Tapi yakali kuliah bertahun2 endingnya gitu.,pov kaburajadulu kuliah ln pilih pulang cari kerja sesuai jurus susah orang asing dikalahin orang lokal kali susah non engineeringtech opsi pulang realistis kerja kasar yakali kuliah tahun endingnya,2,negative
@fzvick1 Sepertinya saya terkesan menyerang konsep yang bahkan saya tidak tau bisa dijelaskan itu konsep apa? Apakah maksudnya tagline #KaburAjaDulu ? Jika iya.. Apakah tujuan aksi tsb adalah resistensi kepada pemerintahan saat ini? Seperti aksi demonstrasi? Atau karena tujuan personal?,kes serang konsep tau konsep maksud tagline kaburajadulu iya tuju aksi resistensi perintah aksi demonstrasi tuju personal,1,neutral
@sbyfess Preparing for going overseas. #KaburAjaDulu,preparing for going overseas kaburajadulu,1,neutral
@xcoupz dang saatnya merealisasikan #KaburAjaDulu,dang realisasi kaburajadulu,2,negative
Don't like it didn't even vote for him definitely not gonna wish anything to him but i wish we all can #KaburAjaDulu,dont like didnt even vote for him definitely not gonna wish anything him but i wish we all can kaburajadulu,1,neutral
PSA buat temen2 yg mau #KaburAjaDulu kalo udah dapet tawaran plis jangan cuma liat wow gajinya x kali gaji di jakarta tapi juga lihat biaya hidup di kota tsb di negara tsb sesuai dengan kondisi temen2 (single couple anak 4 etc) Biar ekspektasinya pas aja ,psa teman kaburajadulu tawar plis lihat wow gaji kali kali gaji jakarta lihat biaya hidup kota negara sesuai kondisi teman single couple anak etc biar ekspektasinya pas,0,positive
Ini penting utk yg sedang mempertimbangkan #KaburAjaDulu. Rata2 utk bisa stabil tanpa bayang2 putus kontrak butuh at least 5 thn di mana saat itu udh bisa apply PR. Tp dapat PR pun bukan berarti happily ever after hidup sbg imigran ttp ada plus minusnya.,timbang kaburajadulu stabil bayang putus kontrak butuh at least apply pr pr happily ever after hidup imigran plus minus,2,negative
pekerja migran Indonesia khawatir/ragu saat pulang dipalak BC talenta emas pilih #KaburAjaDulu meniti sukses berkarir di luar negeri apa pemerintah gak khawatir gak punya pemasukan pajak besar dari mereka-mereka ini? apa yg bisa diharapkan dari kami-kami yg PTKP ini ,kerja migran indonesia khawatirragu pulang palak baca talenta emas pilih kaburajadulu titi sukses berkarir negeri perintah khawatir pasu pajak merekamereka harap kamikami ptkp,2,negative
@ikhwanuddin Tapi diaspora kita emang relatif dikit pak dosen jauh klo dibandingkan yg lain. Se-SEA aja malah terkenal diaspora pinay Opini pribadi #KaburAjaDulu ini briliant ,diaspora relatif dikit dosen banding sesea kenal diaspora pinay opini pribadi kaburajadulu briliant,0,positive
I ve lived around 5 years in Japan for less (like 2/3rd). #KaburAjaDulu,i ve lived around years japan for less like rd kaburajadulu,1,neutral
@ikhwanuddin Lagi proses #KaburAjaDulu tp terhalang biaya. Bukan sepenuhnya terhalang sih tp lg nyari utangan krn masih nunggu surat izin dr imigrasi negara terkait. Mohon doa dan bantuannya semoga di permudah meski bkn individu yg bertalenta tp capek jg dsini. Kerja keras g dihargai,proses kaburajadulu halang biaya sepenuh halang sih cari utang tunggu surat izin imigrasi negara kait mohon doa bantu moga mudah individu talenta capek kerja keras harga,2,negative
Satu tips dari pengalaman pribadiku soal balik lagi yang sering aku kasih ke yang mau #KaburAjaDulu: Go ahead jelajahi dunia Bangun skill experience dan network semaksimal mungkin ‍ Don't worry about coming back until Indo gives you an offer that you can't refuse ,tips alam pribadi kasih kaburajadulu go ahead jelajah dunia bangun skill eerience network maksimal dont worry about coming back until indonesia gives you an offer that you cant refuse,1,neutral
@MN_aliakbar Wah keren! Saya jg pgn nih dpt beasiswa buat #KaburAjaDulu sekalian nyuci ijazah S1 ,keren pengin nih beasiswa kaburajadulu nyuci ijazah si,0,positive
kaum #kaburAjaDulu ini sangat banyak lebih dari bayangan ya ampun ada di mana-mana semangat kita ,kaum kaburajadulu bayang ya ampun manamana semangat,2,negative
@MN_aliakbar Semoga bisa nyusul #kaburAjaDulu sebentar lagi. Manifesting.,moga susul kaburajadulu sebentar manifesting,2,negative
@noire172 @BudiBukanIntel Engga kak aku malah kepikiran caranya untuk pergi dari negara ini #kaburAjaDulu,kak pikir pergi negara kaburajadulu,2,negative
saya waktu masih sd ️ turn out tahun depan udah 25 tahun dan belum ada kepikiran kesitu masih sibuk belajar buat ningkatin skill terus nyoba #kaburAjaDulu,sd turn out pikir kesitu sibuk ajar ningkatin skill coba kaburajadulu,2,negative
@ichwanuzaki Semoga bisa cepet #kaburAjaDulu,moga cepat kaburajadulu,2,negative
Inspiratif banget nih buat yg mau #kaburAjaDulu dengan riil belajar dan kerja yg tekun dan strategis gak cuma modal angan dan omon2 doang ,inspiratif banget nih kaburajadulu riil ajar kerja tekun strategis modal angan omon doang,0,positive
Pray for my #kaburAjaDulu agenda,pray for my kaburajadulu agenda,1,neutral
Kok aneh ya Untuk meningkatkan tax income maka harus ada superholding. Pemberantasan korupsi itu jargon publik sedangkan di lapangan nanti witchhunt Rakyat bawah akan dikomandoi keluarga widodo Elit dikomandoi djojohadikusumo Makanya #KaburAjaDulu kalau memang ada main disin,aneh ya tingkat tax income superholding berantas korupsi jargon publik lapang witchhunt rakyat komando keluarga widodo elit komando djojohadikusumo kaburajadulu main sin,2,negative
Gapok @PNS_Ababil yg lulusan s1 walopun di angka 2 8jt sekian setidaknya punya fasilitas #KaburAjaDulu sampe 5th dg titel Cuti Di luar Tanggungan Negara. At least bisa buktiin bener ga kerja di luar negeri juga lagi caur? Kl beneran zonk ya balik &amp; kerja di sini lg as usual,gapok lulus si walopun angka juta sekian fasilitas kaburajadulu titel cuti tanggung negara at least bukti kerja negeri caur benar zonk ya amp kerja as usual,2,negative
@Metagenetics @maowtcha @hyouyawn Tapi abis itu tech winter bang karena pasca covid turun semua bidang IT itu. Banyak yg dibuang tenaga IT beberapa survive dengan gaji yg ga seberapa. Akhirnya banyak yg milih #kaburajadulu ke luar negeri,habis tech winter abang pasca covid turun bidang buang tenaga survive gaji pilih kaburajadulu negeri,2,negative
#kaburajadulu kali ya?,kaburajadulu kali ya,2,negative
udah 5 th dan w masih gak mau pulang bukan #kaburajadulu lagi ini mah udah #kaburajaterus,gue pulang kaburajadulu mah kaburajaterus,2,negative
@FalconFeedsio @kemkominfo @DitjenPajakRI lah gimana ini? Kalo Pemerintah gak bisa melindungi rakyat kita harus kemana toh? Saatnya #KaburAjaDulu ke negara lain sih inimah.,perintah lindung rakyat mana kaburajadulu negara sih inimah,2,negative
@eltralala @tempodotco berangkat S2? #kaburajadulu?,berangkat si kaburajadulu,2,negative
Mau ikut #kaburajadulu nanti setelah selesai acara balik lagi Pengalaman kedua kirim CFP tapi pertama kali kirim CFP ke konferensi luar Indonesia Info lebih lanjut tentang acaranya bisa cek https://t.co/TkWdwF2M4F https://t.co/3rJQGeYSig,kaburajadulu selesai acara alam kirim cfp kali kirim cfp konferensi indonesia info acara cek,1,neutral
definisi CV bisa diciptakan wkwk gausah cape2 urus visa untuk #kaburajadulu yg penting ngayal dan makan duit ortu,definisi cv cipta wkwk gausah capek urus visa kaburajadulu khayal makan duit ortu,2,negative
tren baru dibanding #kaburajadulu yaitu #ngayalajadulu CV bisa diciptakan drpd susah2 urus visa yg penting masi di transfer ortu kalo gue pengen ngayal nulisnya ini sih: - Principal Data Scientist - McLaren Racing Team,tren banding kaburajadulu ngayalajadulu cv cipta susah urus visa transfer ortu gue pengin khayal nulisnya sih principal data scientist mclaren racing team,2,negative
#KaburAjaDulu here we go https://t.co/Mn0YCJIEgr,kaburajadulu here we go,1,neutral
@PAClearning @pacmannai sangat menyalaa terutama yang sup max. ditunggu program #KaburAjaDulu yah mas kombinasi skill advancement dan persiapan nyari opportunity diluar. kalo ada soon bakal menarik bgt sih,menyalaa sup max tunggu program kaburajadulu ya mas kombinasi skill advancement siap cari opportunity luar soon tarik banget sih,0,positive
@primawansatrio selamat pagi mas untuk pekerja di industri kreatif apa di jepang memungkinkan? kebetulan kontrak dikit lagi habis dan setelah melihat situasi politik dalam negri sepertinya lebih baik #kaburajadulu,selamat pagi mas kerja industri kreatif jepang kontrak dikit habis situasi politik negeri kaburajadulu,2,negative
pingin juga bikin hastag #KaburAjaDulu :') ngembangin ilmu enviro gue di luar diimplementasiinnya juga tepat sasaran. karna di wakanda ini ilmu enviro keknya percuma lha wong apa2 dirusak secara sadar. ngerasain kerja di SG seminggu aja bener2 beda bgt kalcernya sama sini :)),pengin bikin hastag kaburajadulu ngembangin ilmu enviro gue diimplementasiinnya sasar wakanda ilmu enviro kayak rusak sadar rasai kerja sg minggu beda banget kalcernya,2,negative
@regar_op0sisi bismillah bisa realisasi 2025 #KaburAjaDulu dari negara yang dipimpin orang-orang seperti beliau ,bismillah realisasi kaburajadulu negara pimpin orangorang beliau,1,neutral
Sekarang bottlenecknya #KaburAjaDulu adalah tech winter (and there's nothing we can do about it) Tapi misalnya trend interest rate cut ini berlanjut sesungguhnya belajar itu butuh waktu Jadi ada baiknya mulai belajar dari sekarang https://t.co/WYmBvl5DHb,bottlenecknya kaburajadulu tech winter and theres nothing we can about trend interest rate cut lanjut sungguh ajar butuh baik ajar,0,positive
@primawansatrio oke siap pak... doakan biar ada rejeki bisa #KaburAjaDulu,oke doa biar rejeki kaburajadulu,2,negative
@pmdkhf Kali aja ini bisa jadi trigger buat #KaburAjaDulu mas https://t.co/GrSWFB8Ps0,kali trigger kaburajadulu mas,2,negative
@investorgabut sedih bgt baca twit ini pengen cepet #kaburajadulu,sedih banget baca twit pengin cepat kaburajadulu,2,negative
@investorgabut Infoin #KaburAjaDulu,infoin kaburajadulu,2,negative
nah ini... alasan pgn #kaburajadulu entah kerja entah sekalian ganti wna,alas pengin kaburajadulu kerja ganti wna,1,neutral
aku 22 blom kepikiran nikah malah kepikiran #kaburajadulu hahahaha,pikir nikah pikir kaburajadulu hahahaha,2,negative
@primawansatrio Goodluck for him ! Selalu salut sama orang2 yg berani ambil pilihan #KaburAjaDulu,goodluck for him salut orang berani ambil pilih kaburajadulu,0,positive
@SilverMetallics @andinadwifatma wkwkw if so gapapa deh aku sucks at leadership toh memang iya asalkan bs #KaburAjaDulu ,wkwkw if sok gapapa deh sucks at leadership iya kaburajadulu,2,negative
bandung tangerang &amp; jakarta surabaya manifesting habis dari sini dalam 2-4 tahun kemudian bisa #KaburAjaDulu ,bandung tangerang amp jakarta surabaya manifesting habis kaburajadulu,2,negative
 ANNOUNCEMENT for #KaburAjaDulu Edisi 🇯🇵 Dikarenakan per detik ini yang daftar &gt;600 kami membuka Live Stream di YouTube: Satrio Consulting sebagai antisipasi untuk peserta yang mengalami kendala dalam mengikuti ZOOM kami. https://t.co/i94gXZEn0W Sampai jumpa di hari Rabu!,announcement for kaburajadulu edisi detik daftar buka live stream youtube satrio consulting antisipasi serta alami kendala ikut zoom jumpa rabu,1,neutral
1. terlahir kaya 2. pake ordal 3. #KaburAjaDulu 4. kerja 25/8 5. balik ke nomor 1,lahir kayak pakai ordal kaburajadulu kerja nomor,1,neutral
 Kok bisa ya gw kepikiran buat #KaburAjaDulu? Gw baru inget kalo dulu bokap gw juga sempet kabur ke Australia Mungkin bisa dibilang ini adalah mindset yang diwariskan. Jadilah anaknya jg kabur ke luar negeri. Malahan sampe bawa istri dan punya anak pula. https://t.co/9w8wCZ9nlM,ya gue pikir kaburajadulu gue bokap gue kabur australia bilang mindset waris anak kabur negeri bawa istri anak,2,negative
gw bakal buat ni hastag jadi kenyataan #KaburAjaDulu ,gue nih hastag nyata kaburajadulu,2,negative
